valid_species_id,family,operational_genus,species,species_authority,operational_feeding,operational_fixation,operational_mobility,operational_substrate,bathymetry_min,operational_bathymetry_min,size,range_SST_Huang
102077,Veneridae,Nutricola,lordi,(Baird 1863),suspension,unattached,mobile,infaunal,0,0,7.93725393319377,31.059556585
102078,Veneridae,Nutricola,ovalis,(Dall 1902),suspension,unattached,mobile,infaunal,20,20,8.36660026534076,13.088254092
102079,Veneridae,Nutricola,tantilla,(Gould 1853),suspension,unattached,mobile,infaunal,0,0,8.18535277187245,20.826364144
103373,Veneridae,Pachydesma,stultorum,(Mawe 1854),suspension,unattached,mobile,infaunal,0,0,150.620051785943,20.732088782
101852,Veneridae,Panchione,kellettii,(Hinds 1845),suspension,unattached,mobile,infaunal,27,27,70.0019999714294,14.49458329
102104,Veneridae,Paphia,amabilis,(Philippi 1847),suspension,unattached,mobile,infaunal,10,10,73.0794772832975,24.128999974
102110,Veneridae,Paphia,crassisulca,(Lamarck 1818),suspension,unattached,mobile,infaunal,0,0,47.2440472440709,13.6316665
111712,Veneridae,Paphia,declivis,"(Sowerby II, 1852)",suspension,unattached,mobile,infaunal,5,5,54.6991773247094,4.1398112
102112,Veneridae,Paphia,euglypta,(Philippi 1847),suspension,unattached,mobile,infaunal,10,10,69.1953755680248,30.32488317
102117,Veneridae,Paphia,inflata,(Deshayes 1853),suspension,unattached,mobile,infaunal,0,0,64.9455156265619,16.63785176
111919,Veneridae,Paphia,kreipli,Huber 2010,suspension,unattached,mobile,infaunal,1,1,60.0119988002399,17.79012031
102119,Veneridae,Paphia,lirata,(Philippi 1847),suspension,unattached,mobile,infaunal,20,20,65.2187856372687,18.53602992
111918,Veneridae,Paphia,philippiana,Huber 2010,suspension,unattached,mobile,infaunal,10,10,43.6002293571949,27.097778372
112279,Veneridae,Paphia,polita,"(Sowerby II, 1852",suspension,unattached,mobile,infaunal,0,0,34.8546983920389,21.06885968
102120,Veneridae,Paphia,rotundata,(Linnaeus 1758),suspension,unattached,mobile,infaunal,10,10,71.3582510996451,7.84504455
102121,Veneridae,Paphia,schnelliana,(Dunker 1865),suspension,unattached,mobile,infaunal,10,10,85.8382199256252,25.392536149
102122,Veneridae,Paphia,semirugata,(Philippi 1847),suspension,unattached,mobile,infaunal,0,0,50.0733462033445,15.75297852
112553,Veneridae,Paphia,sulcosa,(Philippi 1847),suspension,unattached,mobile,infaunal,NA,5,52.9048201962732,2.95006375
102126,Veneridae,Paphia,vernicosa,(Gould 1861),suspension,unattached,mobile,infaunal,5,5,73.0802298846959,31.523758642
101496,Veneridae,Paphonotia,elliptica,(Sowerby I 1834),suspension,unattached,mobile,infaunal,0,0,34.4673758792282,15.87062497
101494,Veneridae,Paphonotia,fernandesiana,(Stempell 1899),suspension,unattached,mobile,infaunal,20,20,10,5.9077063
102139,Veneridae,Parastarte,triquetra,(Conrad 1846),suspension,unattached,mobile,infaunal,0,0,3.74165738677394,17.54340922
102097,Veneridae,Paratapes,textile,(Gmelin 1791),suspension,unattached,mobile,infaunal,1,1,59.6556786902974,32.627575601
102098,Veneridae,Paratapes,undulatus,(Born 1778),suspension,unattached,mobile,infaunal,1,1,54.9909083394701,34.40643638
100670,Veneridae,Parmulophora,crocea,(Gray 1838),suspension,unattached,mobile,infaunal,NA,NA,44.3634985094729,10.63300643
100671,Veneridae,Parmulophora,intermedia,(Reeve 1863),suspension,unattached,mobile,infaunal,2,2,48.2907858705985,14.97618621
100681,Veneridae,Parmulophora,rivularis,(Born 1778),suspension,unattached,mobile,infaunal,3,3,57.1314274283428,16.4720005
112862,Veneridae,Parmulophora,rugifera,(Lamarck 1818),suspension,unattached,mobile,infaunal,0,0,50.37856687124,20.60368675
100684,Veneridae,Parmulophora,tumefacta,"(Sowerby II, 1851)",suspension,unattached,mobile,infaunal,0,0,58.5914669555218,12.06125175
102174,Veneridae,Parvicirce,donacina,von Cosel 1995,suspension,unattached,mobile,infaunal,1,1,3.14006369362152,9.44991625
101028,Veneridae,Pectunculus,amphidesmoides,(Reeve 1850),suspension,unattached,mobile,infaunal,3,3,53.4415568635496,27.673133382
101045,Veneridae,Pectunculus,erythraea,Roemer 1860,suspension,unattached,mobile,infaunal,2,2,60.9672042987047,18.24122648
101079,Veneridae,Pectunculus,exoleta,(Linnaeus 1758),suspension,unattached,mobile,infaunal,1,1,58.4807660688538,30.547952356
101080,Veneridae,Pectunculus,incisa,(Reeve 1850),suspension,unattached,mobile,infaunal,0,0,79.3977329651168,18.48833338
101095,Veneridae,Pectunculus,maoriana,(Oliver 1923),suspension,unattached,mobile,infaunal,1,1,45.9467082607666,14.513740292
102402,Veneridae,Pelecyora,bullata,"(Sowerby II, 1851)",suspension,unattached,mobile,infaunal,0,0,33.2280002407608,13.92500019
101031,Veneridae,Pelecyora,ceylonica,(Dunker 1858),suspension,unattached,mobile,infaunal,NA,5,33.9852909359329,20.31424225
112567,Veneridae,Pelecyora,corculum,(Roemer 1870),suspension,unattached,mobile,infaunal,10,10,24.6188951823594,27.471243532
103607,Veneridae,Pelecyora,eudeli,(Fischer-Piette & Delmas 1967),suspension,unattached,mobile,infaunal,0,0,25,16.22622398
112568,Veneridae,Pelecyora,excisa,(Roeding 1798),suspension,unattached,mobile,infaunal,0,0,39.496835316263,5.1238116
106247,Veneridae,Pelecyora,exilium,"(Sowerby III, 1909)",suspension,unattached,mobile,infaunal,0,0,20.976176963403,4.27333333
103606,Veneridae,Pelecyora,insularum,(Fischer-Piette & Delmas 1967),suspension,unattached,mobile,infaunal,NA,5,45.3466647064588,9.52583321
101051,Veneridae,Pelecyora,isocardia,(Dunker 1845),suspension,unattached,mobile,infaunal,0,0,25,21.193749667
110321,Veneridae,Pelecyora,jukesbrowniana,(Preston 1915),suspension,unattached,mobile,infaunal,NA,5,25.9566947048348,9.05139015
112406,Veneridae,Pelecyora,nana,(Reeve 1850),suspension,unattached,mobile,infaunal,0,0,27.459060435492,22.663092032
102207,Veneridae,Pelecyora,trigona,(Reeve 1853),suspension,unattached,mobile,infaunal,0,0,39.2474202973902,8.92283343
112569,Veneridae,Pelecyora,tripla,(Roemer 1860),suspension,unattached,mobile,infaunal,0,0,35.7281401698997,5.61562493
112264,Veneridae,Periglypta,albocancellata,(Huber 2010),suspension,unattached,mobile,infaunal,0,0,110.298685395611,16.80157899
102212,Veneridae,Periglypta,corbis,(Lamarck 1818),suspension,unattached,mobile,infaunal,3,3,83.3186653757728,17.74858742
102213,Veneridae,Periglypta,crispata,(Deshayes 1853),suspension,unattached,mobile,infaunal,6,6,72.6636084983398,13.52833334
102216,Veneridae,Periglypta,lacerata,(Hanley 1844),suspension,unattached,mobile,infaunal,3,3,99.4484791236146,15.58384638
102217,Veneridae,Periglypta,listeri,(Gray 1838),suspension,unattached,mobile,infaunal,0,0,100,17.72206152
102218,Veneridae,Periglypta,multicostata,(Sowerby I 1835),suspension,unattached,mobile,infaunal,0,0,147.963846935662,16.03421359
102220,Veneridae,Periglypta,puerpera,(Linnaeus 1771),suspension,unattached,mobile,infaunal,0,0,74.7261667690776,32.627575601
104098,Veneridae,Periglypta,purpurea,(Linnaeus 1771),suspension,unattached,mobile,infaunal,0,0,80,18.54202384
102222,Veneridae,Periglypta,reticulata,(Linnaeus 1758),suspension,unattached,mobile,infaunal,0,0,85.5920557061226,32.627575601
102232,Veneridae,Petricola,botula,Olsson 1961,suspension,unattached,mobile,infaunal,0,0,11.478240283249,10.89167259
102233,Veneridae,Petricola,carditoides,(Conrad 1837),suspension,unattached,mobile,infaunal,0,0,54.9909083394701,28.514350018
102236,Veneridae,Petricola,exarata,(Carpenter 1857),suspension,unattached,mobile,infaunal,0,0,11.6189500386223,14.49458329
112303,Veneridae,Petricola,habei,Huber 2010,suspension,unattached,mobile,infaunal,0,0,23.7697286480094,29.498422962
112135,Veneridae,Petricola,insignis,(Deshayes 1854),suspension,unattached,mobile,infaunal,0,0,40.8362583986339,16.44182409
102237,Veneridae,Petricola,lapicida,(Gmelin 1791),suspension,unattached,mobile,infaunal,0,0,41.5150575092941,35.130334242
102238,Veneridae,Petricola,linguafelis,(Carpenter 1857),suspension,unattached,mobile,infaunal,0,0,6.09097693313642,12.20895835
112769,Veneridae,Petricola,ramirezi,Araya & Osorio 2019,suspension,unattached,mobile,infaunal,0,0,10.6051874099424,4.8231247
102257,Veneridae,Petricolaria,cognata,(C.B. Adams 1852),suspension,unattached,mobile,infaunal,0,0,42.8952211790544,17.19340653
105108,Veneridae,Petricolaria,cultellus,Deshayes 1853,suspension,unattached,mobile,infaunal,NA,NA,34.9471028842163,4.60305356
105971,Veneridae,Petricolaria,donnae,(Petuch 1998),suspension,unattached,mobile,infaunal,0,0,17.5499287747842,2.72707235
102258,Veneridae,Petricolaria,gracilis,(Deshayes 1853),suspension,unattached,mobile,infaunal,NA,5,26.9762858822337,11.28870746
102259,Veneridae,Petricolaria,pholadiformis,(Lamarck 1818),suspension,unattached,mobile,infaunal,0,0,50.5964425626941,31.593803917
112925,Veneridae,Petricolaria,serrata,(Deshayes 1853),suspension,unattached,mobile,infaunal,0,0,26.6645832519468,16.40724955
102260,Veneridae,Petricolaria,stellae,(Narchi 1975),suspension,unattached,mobile,infaunal,0,0,26.292584505902,18.75306857
102242,Veneridae,Petricolirus,aequistriatus,"(Sowerby II, 1874)",suspension,unattached,mobile,infaunal,0,0,28.6959927516021,24.428390795
102243,Veneridae,Petricolirus,californiensis,(Pilsbry & Lowe 1932),suspension,unattached,mobile,infaunal,0,0,30.469657037781,21.610269024
102244,Veneridae,Petricolirus,concinna,(Sowerby 1834),suspension,unattached,mobile,infaunal,0,0,19.3649167310371,10.43790953
102245,Veneridae,Petricolirus,dactylus,(Sowerby 1823),suspension,unattached,mobile,infaunal,0,0,41.3249319418677,24.136818438
102246,Veneridae,Petricolirus,denticulata,(Sowerby 1834),suspension,unattached,mobile,infaunal,0,0,30.4663749074287,16.44182409
102247,Veneridae,Petricolirus,rugosa,(Sowerby 1834),suspension,unattached,mobile,infaunal,0,0,55.7494394590654,24.562818229
101082,Veneridae,Phacosoma,abyssicola,(Habe 1961),suspension,unattached,mobile,infaunal,50,50,42.4264068711929,20.311750146
101086,Veneridae,Phacosoma,canaliculata,(Sowerby II 1852),suspension,unattached,mobile,infaunal,0,0,28.0463901420486,12.142258
101089,Veneridae,Phacosoma,cumingii,(Reeve 1850),suspension,unattached,mobile,infaunal,0,0,42.1477164268718,19.76363937
101049,Veneridae,Phacosoma,gabonensis,von Cosel 1989,suspension,unattached,mobile,infaunal,3,3,58.4723011348108,6.9177598
101093,Veneridae,Phacosoma,japonica,(Reeve 1850),suspension,unattached,mobile,infaunal,0,0,82.3771813064759,31.201091862
101096,Veneridae,Phacosoma,nipponica,"(Okutani, Tagawa & Horikawa 1989)",suspension,unattached,mobile,infaunal,10,10,67.4536878161602,22.642346715
101097,Veneridae,Phacosoma,physema,(Roemer 1870),suspension,unattached,mobile,infaunal,0,0,35.4964786985977,28.047999861
112653,Veneridae,Phacosoma,scabriuscula,(Philippi 1847),suspension,unattached,mobile,infaunal,NA,5,54.4332618901348,13.07097836
101101,Veneridae,Phacosoma,subrosea,(Gray 1835),suspension,unattached,mobile,infaunal,0,0,56.4010638197543,12.106406823
101102,Veneridae,Phacosoma,troscheli,(Lischke 1873),suspension,unattached,mobile,infaunal,1,1,65.9317829275077,29.880238
102401,Veneridae,Pitar,affinis,(Gmelin 1791),suspension,unattached,mobile,infaunal,0,0,50.1326241084586,9.04142891
102362,Veneridae,Pitar,alabastrum,(Reeve 1863),suspension,unattached,mobile,infaunal,96,96,35.3959743473746,8.73389537
102363,Veneridae,Pitar,albidus,(Gmelin 1791),suspension,unattached,mobile,infaunal,2,2,52.7977272238114,12.21194065
112853,Veneridae,Pitar,albinus,(Lamarck 1818),suspension,unattached,mobile,infaunal,NA,5,47.8571833688528,4.14991754
102364,Veneridae,Pitar,arestus,(Dall & Simpson 1901),suspension,unattached,mobile,infaunal,6,6,57.4978260458602,8.27075202
106002,Veneridae,Pitar,bermudezi,Macsotay & Campos 2001,suspension,unattached,mobile,infaunal,37,37,42.0196382659347,3.89766755
102366,Veneridae,Pitar,berryi,Keen 1971,suspension,unattached,mobile,infaunal,7,7,51.7010638188423,14.49458329
112854,Veneridae,Pitar,bucculentus,(Roemer 1867),suspension,unattached,mobile,infaunal,NA,5,56.2569106865992,5.73083249
102406,Veneridae,Pitar,citrinus,(Lamarck 1818),suspension,unattached,mobile,infaunal,0,0,55.5337735076593,19.65217969
102368,Veneridae,Pitar,consanguineus,(C.B. Adams 1852),suspension,unattached,mobile,infaunal,0,0,43.5212591729605,14.98932762
102407,Veneridae,Pitar,coxeni,(Smith 1885),suspension,unattached,mobile,infaunal,6,6,11.6833214455479,10.25241485
102408,Veneridae,Pitar,curnowae,Lamprell & Healy 1997,suspension,unattached,mobile,infaunal,0,0,39.0980817943796,11.65375054
102369,Veneridae,Pitar,elatus,(Sowerby III 1908),suspension,unattached,mobile,infaunal,5,5,43.3589667773576,11.5963716
112855,Veneridae,Pitar,erubescens,(Dunker 1853),suspension,unattached,mobile,infaunal,2,2,40.6681693711433,11.12012195
102372,Veneridae,Pitar,fluctuatus,"(Sowerby II, 1851)",suspension,unattached,mobile,infaunal,0,0,17.4928556845359,4.90814445
102373,Veneridae,Pitar,fulminatus,(Menke 1828),suspension,unattached,mobile,infaunal,1.2,1.2,47.4230956391503,19.91667863
102410,Veneridae,Pitar,hebraeus,(Lamarck 1818),suspension,unattached,mobile,infaunal,0,0,36,20.60368675
102374,Veneridae,Pitar,helenae,Olsson 1961,suspension,unattached,mobile,infaunal,0,0,30.2886117212394,16.44182409
102375,Veneridae,Pitar,hoffstetteri,Fischer-Piette 1969,suspension,unattached,mobile,infaunal,40,40,20.9045449603669,4.39471926
102376,Veneridae,Pitar,inconspicuus,(Broderip & Sowerby 1835),suspension,unattached,mobile,infaunal,10,10,36.9459064038223,12.80689511
112856,Veneridae,Pitar,indecorus,(Philippi 1848),suspension,unattached,mobile,infaunal,4,4,31.9374388453426,4.9266226
111950,Veneridae,Pitar,inflatus,"(Sowerby II, 1851)",suspension,unattached,mobile,infaunal,0,0,61.1555394056826,27.699502244
102413,Veneridae,Pitar,kathiewayae,Lamprell & Kilburn 1999,suspension,unattached,mobile,infaunal,8,8,48.5185531523767,8.838287
112247,Veneridae,Pitar,laetus,(Linnaeus 1758),suspension,unattached,mobile,infaunal,0,0,44.9197061432953,18.83936288
102415,Veneridae,Pitar,lineolatus,"(Sowerby II, 1854)",suspension,unattached,mobile,infaunal,0,0,27.4197009465822,23.926260044
102417,Veneridae,Pitar,medipictus,Lamprell & Kilburn 1999,suspension,unattached,mobile,infaunal,50,50,29.8097299551673,12.77766622
111902,Veneridae,Pitar,mediterraneus,(Aradas & Benoit 1872),suspension,unattached,mobile,infaunal,10,10,27.8208554864871,23.801666656
102379,Veneridae,Pitar,morrhuanus,Dall 1902,suspension,unattached,mobile,infaunal,1,1,37.2491610643783,29.090454537
102380,Veneridae,Pitar,newcombianus,(Gabb 1865),suspension,unattached,mobile,infaunal,45,45,40.8044115262063,11.03768668
112680,Veneridae,Pitar,nicklesi,von Cosel & Gofas 2018,suspension,unattached,mobile,infaunal,15,15,26.5518360947035,12.43967933
105077,Veneridae,Pitar,obliquatus,(Hanley 1844),suspension,unattached,mobile,infaunal,0,0,59.1903708385072,17.8193627
103405,Veneridae,Pitar,omissa,(Pilsbry & Lowe 1932),suspension,unattached,mobile,infaunal,13,13,10.8443533693808,9.29912479
102420,Veneridae,Pitar,osmundus,(Iredale 1936),suspension,unattached,mobile,infaunal,0,0,35.3270434653114,12.34249995
102382,Veneridae,Pitar,pallescens,(Broderip & Sowerby 1835),suspension,unattached,mobile,infaunal,20,20,31.0241841149771,4.46525026
102383,Veneridae,Pitar,palmeri,Fischer-Piette & Testud 1967,suspension,unattached,mobile,infaunal,5,5,41.251666632998,13.6103454
102403,Veneridae,Pitar,pellucidus,(Lamarck 1819),suspension,unattached,mobile,infaunal,0,0,40.4722126896961,13.52833334
102385,Veneridae,Pitar,perfragilis,Pilsbry & Lowe 1932,suspension,unattached,mobile,infaunal,6,6,24.2487113059643,16.44182409
112857,Veneridae,Pitar,phoenicopterus,(Roemer 1867),suspension,unattached,mobile,infaunal,NA,NA,21.3541565040626,4.32123897
102423,Veneridae,Pitar,potteri,Healy & Lamprell 1992,suspension,unattached,mobile,infaunal,0,0,52.1152568831815,13.52833334
102424,Veneridae,Pitar,prora,(Conrad 1837),suspension,unattached,mobile,infaunal,0,0,59.3548650070068,13.52833334
102425,Veneridae,Pitar,queenslandicus,Lamprell & Healy 1997,suspension,unattached,mobile,infaunal,9,9,21.012853209405,13.22500038
102426,Veneridae,Pitar,rectodorsalis,Lamprell & Kilburn 1999,suspension,unattached,mobile,infaunal,40,40,30.3209498531956,4.84893953
102388,Veneridae,Pitar,rudis,(Poli 1795),suspension,unattached,mobile,infaunal,0,0,27.6043474836845,23.801666656
102389,Veneridae,Pitar,rufescens,(Deshayes 1854),suspension,unattached,mobile,infaunal,NA,5,40.348482003664,7.56134635
102390,Veneridae,Pitar,simpsoni,(Dall 1895),suspension,unattached,mobile,infaunal,0,0,18.4390889145858,18.27247776
102429,Veneridae,Pitar,sophiae,(Angas 1877),suspension,unattached,mobile,infaunal,5,5,21.8650405899463,16.83583347
102392,Veneridae,Pitar,subarestus,(Dall 1912),suspension,unattached,mobile,infaunal,NA,NA,20.4939015319192,1.90216626
102433,Veneridae,Pitar,subpellucidus,"(Sowerby II, 1851)",suspension,unattached,mobile,infaunal,10,10,36.8239052790439,18.83936288
102434,Veneridae,Pitar,sulfureus,Pilsbry 1904,suspension,unattached,mobile,infaunal,0,0,28.6302287800849,27.673133382
112277,Veneridae,Pitar,tahitensis,(Philippi 1851),suspension,unattached,mobile,infaunal,5,5,40.2808887687449,7.56134635
102435,Veneridae,Pitar,thornleyae,Lamprell & Healy 1997,suspension,unattached,mobile,infaunal,0,0,42.1710801379334,11.35772777
102393,Veneridae,Pitar,tomeanus,(Dall 1902),suspension,unattached,mobile,infaunal,15,15,21.6794833886788,12.34274349
102436,Veneridae,Pitar,trevori,Lamprell & Whitehead 1990,suspension,unattached,mobile,infaunal,0,0,32.86335345031,13.52833334
102394,Veneridae,Pitar,tumens,(Gmelin 1791),suspension,unattached,mobile,infaunal,1,1,55.0454357780915,13.21818182
100802,Veneridae,Pitar,virgo,(Gray 1838),suspension,unattached,mobile,infaunal,0,0,46.9041575982343,12.50524945
102440,Veneridae,Pitarenus,cordatus,(Schwengel 1951),suspension,unattached,mobile,infaunal,7,7,45.3486493734929,17.72206152
106003,Veneridae,Pitarenus,zonatus,(Dall 1902),suspension,unattached,mobile,infaunal,3,3,26.8098862362376,19.73802633
112501,Veneridae,Placamen,altum,"(Sowerby II, 1853)",suspension,unattached,mobile,infaunal,3,3,23.3306665142683,4.64875801
102441,Veneridae,Placamen,berrii,(Wood 1828),suspension,unattached,mobile,infaunal,0,0,43.2145808726638,13.82548437
100697,Veneridae,Placamen,chloroticum,(Philippi 1849),suspension,unattached,mobile,infaunal,0,0,41.2,16.53250051
102443,Veneridae,Placamen,flindersi,(Cotton & Godfrey 1938),suspension,unattached,mobile,infaunal,10,10,24.1350367722943,11.15869415
112248,Veneridae,Placamen,foliaceum,(Philippi 1846),suspension,unattached,mobile,infaunal,5,5,25.3803073267445,34.40643638
102444,Veneridae,Placamen,gilvum,(Philippi 1836),suspension,unattached,mobile,infaunal,0,0,26.290682760248,11.66106073
102445,Veneridae,Placamen,gravescens,(Menke 1758),suspension,unattached,mobile,infaunal,0,0,36.7695526217005,13.19444423
102446,Veneridae,Placamen,isabellina,(Philippi 1849),suspension,unattached,mobile,infaunal,0,0,30.4959013639538,17.8193627
112365,Veneridae,Placamen,lamellatum,(Röding 1798),suspension,unattached,mobile,infaunal,0,0,45,31.744393557
100699,Veneridae,Placamen,lamellosum,"(""Chemnitz"" Sowerby 1825)",suspension,unattached,mobile,infaunal,0,0,33.570820663189,13.6316665
102447,Veneridae,Placamen,placidum,(Philippi 1844),suspension,unattached,mobile,infaunal,5,5,28.6705423736629,18.75604364
112502,Veneridae,Placamen,retroversum,(Deshayes 1853),suspension,unattached,mobile,infaunal,NA,5,30.7766144986742,10.79599971
112503,Veneridae,Placamen,roseotinctum,(Baird in Brenchley 1873),suspension,unattached,mobile,infaunal,3,3,27.0162913813129,6.67305054
103374,Veneridae,Planitivela,lessonii,(Deshayes 1830),suspension,unattached,mobile,infaunal,0,0,62.6099033699941,15.10862491
103376,Veneridae,Planitivela,planulata,(Broderip & Sowerby 1830),suspension,unattached,mobile,infaunal,0,0,59.8456347614427,13.75348195
102956,Veneridae,Polititapes,aureus,(Gmelin 1791),suspension,unattached,mobile,infaunal,0,0,40.8166632639171,26.249935026
103483,Veneridae,Polititapes,durus,(Gmelin 1791),suspension,unattached,mobile,infaunal,0,0,63.3987381577899,13.69124961
103491,Veneridae,Polititapes,lucens,(Locard 1777),suspension,unattached,mobile,infaunal,1,1,23.2379000772445,22.861666644
112982,Veneridae,Polititapes,parvovalis,Zettler & Alf 2021,suspension,unattached,mobile,infaunal,26,26,2.82488937836511,7.23191404
103497,Veneridae,Polititapes,rhomboides,(Pennant 1777),suspension,unattached,mobile,infaunal,0,0,54.9117473770413,30.547952356
106404,Veneridae,Privigna,pilsbryi,"Dall, Bartsch & Rehder 1938",suspension,unattached,mobile,infaunal,NA,NA,3.6,2.71780784
102109,Veneridae,Protapes,brownianus,(Preston 1906),suspension,unattached,mobile,infaunal,5,5,30.5122926047847,14.82950664
102099,Veneridae,Protapes,cor,"(Sowerby II, 1858)",suspension,unattached,mobile,infaunal,NA,5,63.2455532033676,20.27306019
102100,Veneridae,Protapes,gallus,(Gmelin 1791),suspension,unattached,mobile,infaunal,0,0,58.064274730681,22.56142189
112460,Veneridae,Protapes,monstrosus,(Roemer 1870),suspension,unattached,mobile,infaunal,NA,5,67.6387462923434,11.88533389
102101,Veneridae,Protapes,rhamphodes,(Oliver & Glover 1996),suspension,unattached,mobile,infaunal,0,0,41.1436507859961,20.31424225
112266,Veneridae,Protapes,roemeri,Huber 2010,suspension,unattached,mobile,infaunal,0,0,43.0116263352131,13.52833334
112491,Veneridae,Protapes,swenneni,Huber 2010,suspension,unattached,mobile,infaunal,16,16,30.8480145228182,6.71801286
112408,Veneridae,Protapes,ziczac,(Linnaeus 1758),suspension,unattached,mobile,infaunal,0,0,65.366658167601,20.31424225
105938,Veneridae,Proteopitar,patagonicus,(d'Orbigny 1842),suspension,unattached,mobile,infaunal,10,10,66.180057419135,26.698409038
102483,Veneridae,Protocallithaca,adamsii,(Reeve 1863),suspension,unattached,mobile,infaunal,1,1,75.1265598839718,28.256378772
102209,Veneridae,Proxichione,chemnitzii,(Hanley 1844),suspension,unattached,mobile,infaunal,5,5,83.6181798414675,27.097778372
111622,Veneridae,Proxichione,elimatula,Darragh 2010,suspension,unattached,mobile,infaunal,106,106,88.1816307401944,7.68769213
112530,Veneridae,Proxichione,laqueata,"(Sowerby II, 1853)",suspension,unattached,mobile,infaunal,1,1,92.1954445729289,18.64517556
100233,Veneridae,Proxichione,materna,Iredale 1929,suspension,unattached,mobile,infaunal,1,1,105.715183393872,11.26607154
100234,Veneridae,Proxichione,persimilis,Iredale 1929,suspension,unattached,mobile,infaunal,2,2,42.8952211790544,16.83583347
110484,Veneridae,Proxichione,somwangi,(Huber 2010),suspension,unattached,mobile,infaunal,40,40,81.6671292503906,3.72716218
112313,Veneridae,Puberella,crenata,(Gmelin 1791),suspension,unattached,mobile,infaunal,5,5,67.0820393249937,14.5809717
100621,Veneridae,Puberella,intapurpurea,(Conrad 1849),suspension,unattached,mobile,infaunal,2,2,42.5,19.91667863
100612,Veneridae,Puberella,lilacina,(Carpenter 1864),suspension,unattached,mobile,infaunal,0,0,66.5078942682747,16.44182409
100608,Veneridae,Puberella,montezuma,(Pilsbry & Lowe 1932),suspension,unattached,mobile,infaunal,0,0,39.8352858656744,4.46342015
100611,Veneridae,Puberella,pulicaria,(Broderip & Sowerby 1835),suspension,unattached,mobile,infaunal,0,0,54.495871403254,17.00945296
111954,Veneridae,Redicirce,plebeia,(Hanley 1844),suspension,unattached,mobile,infaunal,NA,NA,27.7330128186607,3.48225791
100687,Veneridae,Redicirce,sulcata,(Gray 1838),suspension,unattached,mobile,infaunal,0,0,38,32.627575601
102574,Veneridae,Retrotapes,exalbidus,(Dillwyn 1817),suspension,unattached,mobile,infaunal,5,5,95.4777460982401,28.047391259
102575,Veneridae,Retrotapes,lenticularis,(Sowerby 1835),suspension,unattached,mobile,infaunal,6,6,76.4198926981712,16.180643935
112951,Veneridae,Roemeriana,adunca,(Roemer 1869),suspension,unattached,mobile,infaunal,NA,NA,31.0161248385416,9.04142891
112952,Veneridae,Roemeriana,alfredense,(Bartsch 1915),suspension,unattached,mobile,infaunal,0,0,32.8365649847849,12.82326516
101225,Veneridae,Roemeriana,discors,(Gmelin 1791),suspension,unattached,mobile,infaunal,0,0,38.6781592116274,9.77548922
112953,Veneridae,Roemeriana,savignyi,(Jonas 1846),suspension,unattached,mobile,infaunal,2,2,47.4868402823351,17.93957597
112407,Veneridae,Ruditapes,aspera,(Quoy & Gaimard 1835),suspension,unattached,mobile,infaunal,0,0,33.0454232837166,32.221092042
102576,Veneridae,Ruditapes,bruguieri,(Hanley 1845),suspension,unattached,mobile,infaunal,NA,5,32.1869538788622,9.48399391
102577,Veneridae,Ruditapes,decussatus,(Linnaeus 1758),suspension,unattached,mobile,infaunal,0,0,66.3927706907913,28.988218366
102128,Veneridae,Ruditapes,largillierti,(Philippi 1847),suspension,unattached,mobile,infaunal,0,0,62.6099033699941,14.513740292
102578,Veneridae,Ruditapes,philippinarum,(Adams & Reeve 1850),suspension,unattached,mobile,infaunal,0,0,58.3266662856707,35.130334242
102230,Veneridae,Rupellaria,angolensis,(von Cosel 1995),suspension,unattached,mobile,infaunal,1,1,12.6491106406735,11.70038285
102248,Veneridae,Rupellaria,bicolor,(Sowerby 1854),suspension,unattached,mobile,infaunal,5,5,20.1246117974981,14.96214859
102249,Veneridae,Rupellaria,fabagella,(Lamarck 1818),suspension,unattached,mobile,infaunal,0,0,27.3861278752583,32.627575601
102254,Veneridae,Rupellaria,hertzana,(Coan 1997),suspension,unattached,mobile,infaunal,0,0,6.14817045957576,17.94966261
105972,Veneridae,Rupellaria,inversa,Macsotay & Campos 2001,suspension,unattached,mobile,infaunal,0,0,24.0935676063135,4.48591273
102239,Veneridae,Rupellaria,lithophaga,(Retzius 1786),suspension,unattached,mobile,infaunal,0,0,26.1258492684927,23.801666656
102255,Veneridae,Rupellaria,olssoni,(Bernard 1983),suspension,unattached,mobile,infaunal,0,0,24.2487113059643,13.56272725
102585,Veneridae,Samarangia,quadrangularis,(Adams & Reeve 1850),suspension,unattached,mobile,infaunal,3,3,91.7959694104267,32.627575601
102593,Veneridae,Saxidomus,gigantea,(Deshayes 1839),suspension,unattached,mobile,infaunal,0,0,117.200682591869,21.234408813
102594,Veneridae,Saxidomus,nuttalli,Conrad 1837,suspension,unattached,mobile,infaunal,0,0,130.698125464752,13.134556523
102595,Veneridae,Saxidomus,purpurata,"(Sowerby II, 1852)",suspension,unattached,mobile,infaunal,0,0,107.452361537567,28.37014434
100496,Veneridae,Striacallista,diemenensis,(Hanley 1844),suspension,unattached,mobile,infaunal,0,0,34.4093010681705,12.636926023
100500,Veneridae,Striacallista,multistriata,(Sowerby II 1851),suspension,unattached,mobile,infaunal,9,9,29.0086194087206,14.513740292
100501,Veneridae,Striacallista,phasianella,(Deshayes 1853),suspension,unattached,mobile,infaunal,0,0,19.8464102547539,17.84893174
